occurrence_id,classification,type of occurrence,localization,fu,country,aerodrome,time,under_investigation,investigating_command,investigation_status,publication_day,aircrafts_involved,takeoff,CONTAGEM,ano,dia,mes
29175,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,POLONI,SP,BRAZIL,Nao informado,12:00:00,YES,SERIPA-4,FINISHED,2012-07-03,1,0.0,1,2007,26,04
29195,ACCIDENT,LOSS OF CONTROL ON THE GROUND,BRAGANÇA PAULISTA,SP,BRAZIL,Nao informado,16:20:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2007,05,05
29215,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ANÁPOLIS,GO,BRAZIL,Nao informado,10:35:00,YES,SERIPA-6,FINISHED,2008-03-14,1,0.0,1,2007,17,05
29216,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,LUÍS EDUARDO MAGALHÃES,BA,BRAZIL,Nao informado,20:30:00,YES,SERIPA-2,FINISHED,2010-11-12,1,0.0,1,2007,07,03
29218,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,IPUÃ,SP,BRAZIL,Nao informado,12:30:00,YES,SERIPA-4,FINISHED,2010-05-05,1,0.0,1,2007,11,04
29255,ACCIDENT,TERRAIN COLLISION,GUARATINGUETÁ,SP,BRAZIL,Nao informado,11:38:00,YES,SERIPA-4,FINISHED,2012-02-22,1,0.0,1,2007,15,05
29275,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,RIO CLARO,RJ,BRAZIL,Nao informado,18:35:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2006,22,12
29495,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,VITÓRIA DA CONQUISTA,BA,BRAZIL,SBQV,12:30:00,YES,SERIPA-2,FINISHED,2014-09-29,1,0.0,1,2007,16,06
29535,ACCIDENT,LOSS OF CONTROL IN THE AIR,ARUJÁ,SP,BRAZIL,Nao informado,16:45:00,YES,SERIPA-4,FINISHED,2014-10-01,1,0.0,1,2007,15,06
29555,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITÁPOLIS,SP,BRAZIL,SDIO,16:30:00,YES,SERIPA-4,FINISHED,2008-12-30,1,0.0,1,2007,15,06
29618,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,RIO DE JANEIRO,RJ,BRAZIL,SBJR,13:05:00,YES,SERIPA-3,FINISHED,2010-06-10,1,1.0,1,2007,16,06
29619,SERIOUS INCIDENT,FLUID LEAKS,SANTARÉM,PA,BRAZIL,Nao informado,15:50:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,1.0,1,2007,20,06
29620,ACCIDENT,FUEL STARVATION,FORMOSA,GO,BRAZIL,Nao informado,23:50:00,YES,SERIPA-6,FINISHED,2011-12-21,1,0.0,1,2006,13,09
29655,ACCIDENT,TIRE BURST,CAMPO GRANDE,MS,BRAZIL,SBCG,17:08:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,1.0,1,2007,08,07
29677,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,SÃO JOSÉ DOS CAMPOS,SP,BRAZIL,SBSJ,17:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2007,27,04
29678,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,SALVADOR,BA,BRAZIL,SBSV,17:30:00,YES,SERIPA-2,IN PROGRESS,UNKNOWN,1,0.0,1,2007,19,03
29735,ACCIDENT,COLLISION AGAINST BIRD,JUNDIAÍ,SP,BRAZIL,Nao informado,03:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2007,01,07
29736,ACCIDENT,SLOW LANDING,BARÃO DE MELGAÇO,MT,BRAZIL,Nao informado,11:00:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2007,15,06
29796,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,NOVO PROGRESSO,PA,BRAZIL,Nao informado,10:30:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2007,11,07
29855,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ARAGUAÍNA,TO,BRAZIL,Nao informado,14:30:00,YES,SERIPA-6,FINISHED,2010-11-12,1,0.0,1,2007,30,06
29858,ACCIDENT,ANOTHER TYPES,ITAITUBA,PA,BRAZIL,Nao informado,15:30:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2007,13,07
29859,ACCIDENT,LOSS OF CONTROL ON THE GROUND,SÃO PAULO,SP,BRAZIL,SBSP,21:54:00,YES,CENIPA,FINISHED,2007-07-24,1,1.0,1,2007,17,07
29860,ACCIDENT,LOSS OF CONTROL ON THE GROUND,SÃO PAULO,SP,BRAZIL,SBSP,15:43:00,YES,SERIPA-4,FINISHED,2007-08-16,1,1.0,1,2007,16,07
29861,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,18:20:00,YES,SERIPA-3,FINISHED,2011-12-21,1,0.0,1,2007,21,07
29895,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BARREIRINHAS,MA,BRAZIL,Nao informado,11:45:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2007,21,07
29915,ACCIDENT,LOSS OF CONTROL ON THE GROUND,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,08:45:00,YES,SERIPA-3,FINISHED,2009-04-30,1,0.0,1,2007,05,07
29916,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,20:35:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2007,12,06
29918,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,LUZIÂNIA,GO,BRAZIL,Nao informado,19:50:00,YES,SERIPA-6,FINISHED,2009-12-07,1,0.0,1,2007,24,07
29936,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,RIO LARGO,AL,BRAZIL,SBMO,09:57:00,YES,SERIPA-2,FINISHED,2009-08-05,1,0.0,1,2007,26,07
29955,ACCIDENT,LOSS OF CONTROL IN THE AIR,TORIXORÉU,MT,BRAZIL,Nao informado,18:25:00,YES,SERIPA-6,FINISHED,2009-03-09,1,0.0,1,2007,01,08
29975,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,BLUMENAU,SC,BRAZIL,Nao informado,13:40:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,1.0,1,2006,04,06
29976,SERIOUS INCIDENT,ABOUT PASSENGERS/CREW DURING THE FLIGHT,LUZIÂNIA,GO,BRAZIL,Nao informado,13:00:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2006,07,07
29977,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,IBIPORÃ,PR,BRAZIL,Nao informado,20:30:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2006,24,08
29995,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,PASSO FUNDO,RS,BRAZIL,SBPF,15:10:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,1.0,1,2007,01,08
30016,SERIOUS INCIDENT,ABOUT LANDING GEAR,MANAUS,AM,BRAZIL,SWFN,16:15:00,YES,SERIPA-7,IN PROGRESS,UNKNOWN,1,0.0,1,2007,16,07
30035,SERIOUS INCIDENT,ABOUT LANDING GEAR,TERESINA,PI,BRAZIL,SBTE,23:13:00,YES,SERIPA-2,FINISHED,2015-04-15,1,0.0,1,2007,09,03
30036,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,SALVADOR,BA,BRAZIL,SBSV,23:15:00,YES,SERIPA-2,FINISHED,2014-10-14,1,1.0,1,2007,06,03
30037,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SAPEZAL,MT,BRAZIL,Nao informado,20:40:00,YES,SERIPA-6,FINISHED,2010-07-01,1,0.0,1,2007,01,02
30039,SERIOUS INCIDENT,SLOW LANDING,PARÁ DE MINAS,MG,BRAZIL,Nao informado,11:00:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,1.0,1,2007,03,04
30040,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,MARAU,RS,BRAZIL,Nao informado,19:00:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2007,23,03
30041,SERIOUS INCIDENT,LOSS OF CONTROL IN THE AIR,PIRACICABA,SP,BRAZIL,Nao informado,20:20:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2007,16,03
30044,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,VILA VELHA,ES,BRAZIL,Nao informado,12:45:00,YES,SERIPA-3,FINISHED,2010-07-01,1,0.0,1,2007,14,07
30045,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,PLACAS,PA,BRAZIL,Nao informado,16:20:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2007,12,07
30179,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MANOEL RIBAS,PR,BRAZIL,Nao informado,19:37:00,YES,SERIPA-5,FINISHED,2015-06-06,1,0.0,1,2007,10,08
30180,ACCIDENT,LOSS OF CONTROL IN THE AIR,BORBA,AM,BRAZIL,Nao informado,12:55:00,YES,SERIPA-1,FINISHED,2010-04-06,1,0.0,1,2007,09,08
30181,ACCIDENT,LOAD LAUNCH,BRASÍLIA,DF,BRAZIL,Nao informado,17:30:00,YES,SERIPA-6,FINISHED,2013-08-22,1,0.0,1,2007,09,08
30250,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,JORDÃO,AC,BRAZIL,Nao informado,20:23:00,YES,SERIPA-7,FINISHED,2015-11-16,1,0.0,1,2007,07,08
30316,ACCIDENT,LOSS OF CONTROL IN THE AIR,SÃO JOSÉ DOS PINHAIS,PR,BRAZIL,Nao informado,03:35:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2007,22,08
30335,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,RIO VERDE,GO,BRAZIL,SWLC,14:30:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2007,21,08
30375,ACCIDENT,AIRCRAFTS COLLISION IN THE AIR,PEIXOTO DE AZEVEDO,MT,BRAZIL,Nao informado,19:56:00,YES,CENIPA,FINISHED,2008-12-08,2,0.0,1,2006,29,09
30417,ACCIDENT,FUEL STARVATION,PALMAS,TO,BRAZIL,Nao informado,17:00:00,YES,SERIPA-6,FINISHED,2012-02-22,1,0.0,1,2007,02,09
30475,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BELÉM,PA,BRAZIL,Nao informado,17:43:00,YES,SERIPA-1,FINISHED,2010-07-01,1,0.0,1,2007,03,09
30535,ACCIDENT,ABOUT LANDING GEAR,SALVADOR,BA,BRAZIL,SBSV,19:40:00,YES,SERIPA-2,FINISHED,2012-02-22,1,1.0,1,2007,11,09
30555,ACCIDENT,FUEL STARVATION,SILVÂNIA,GO,BRAZIL,Nao informado,16:40:00,YES,SERIPA-6,FINISHED,2009-12-07,1,0.0,1,2007,17,09
30556,ACCIDENT,SYSTEM / COMPONENT FAILURE,BELO HORIZONTE,MG,BRAZIL,SBBH,10:00:00,YES,SERIPA-3,FINISHED,2009-04-27,1,0.0,1,2007,20,09
30595,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ITAJUBÁ,MG,BRAZIL,Nao informado,13:40:00,YES,SERIPA-3,FINISHED,2010-03-19,1,0.0,1,2007,19,09
30636,ACCIDENT,LOSS OF CONTROL IN THE AIR,SÃO PAULO,SP,BRAZIL,Nao informado,14:35:00,YES,SERIPA-4,FINISHED,2010-03-29,1,0.0,1,2007,21,09
30640,ACCIDENT,HARD LANDING,RIBEIRÃO PRETO,SP,BRAZIL,SBRP,14:30:00,YES,SERIPA-4,FINISHED,2010-07-15,1,0.0,1,2007,22,09
30655,ACCIDENT,LOSS OF CONTROL ON THE GROUND,FLORIANÓPOLIS,SC,BRAZIL,SBFL,19:10:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2007,05,10
30656,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SAPUCAIA,RJ,BRAZIL,Nao informado,19:00:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2007,16,09
30658,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,SÃO PAULO,SP,BRAZIL,Nao informado,14:49:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2007,03,09
30677,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,BREVES,PA,BRAZIL,SNVS,18:30:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2007,26,09
30680,SERIOUS INCIDENT,EXPLOSIVE / NOT INTENTIONAL DECOMPRESSION,NÃO IDENTIFICADA,SP,BRAZIL,Nao informado,16:46:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2007,11,09
30681,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,MARABÁ,PA,BRAZIL,SBMA,20:40:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,1.0,1,2007,07,10
30879,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BODOQUENA,MS,BRAZIL,Nao informado,20:40:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2007,17,10
30895,ACCIDENT,LOSS OF CONTROL IN THE AIR,NÃO IDENTIFICADA,MT,BRAZIL,Nao informado,10:30:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2007,31,10
30896,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,MANOEL URBANO,AC,BRAZIL,Nao informado,19:00:00,YES,SERIPA-7,FINISHED,2016-06-23,1,0.0,1,2007,24,10
30915,ACCIDENT,LOSS OF CONTROL ON THE GROUND,EXTERIOR,EX,URUGUAY,Nao informado,00:00:00,UNKNOWN,CENIPA,DESCONHECIDO,UNKNOWN,1,0.0,1,2007,16,02
30979,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,GUAIÚBA,CE,BRAZIL,Nao informado,09:36:00,YES,SERIPA-2,FINISHED,2012-03-22,1,0.0,1,2006,19,09
31036,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CACEQUI,RS,BRAZIL,Nao informado,19:30:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2007,05,11
31038,ACCIDENT,ABOUT LANDING GEAR,CAMAQUÃ,RS,BRAZIL,Nao informado,18:00:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2007,07,11
31076,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,GURUPI,TO,BRAZIL,SWGI,09:40:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2007,05,12
31077,ACCIDENT,LOSS OF CONTROL IN THE AIR,PEDRO AFONSO,TO,BRAZIL,Nao informado,12:00:00,YES,SERIPA-6,FINISHED,2012-02-22,1,0.0,1,2007,16,11
31078,ACCIDENT,LOSS OF CONTROL IN THE AIR,SÃO PAULO,SP,BRAZIL,SBMT,16:10:00,YES,SERIPA-4,FINISHED,2011-05-18,1,0.0,1,2007,04,11
31079,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ITAQUI,RS,BRAZIL,Nao informado,21:40:00,YES,SERIPA-5,FINISHED,2010-07-01,1,0.0,1,2007,22,11
31080,ACCIDENT,LOSS OF CONTROL IN THE AIR,MANAUS,AM,BRAZIL,Nao informado,12:50:00,YES,SERIPA-7,FINISHED,2014-06-12,1,0.0,1,2007,23,11
31081,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PONTA PORÃ,MS,BRAZIL,Nao informado,09:45:00,YES,SERIPA-4,FINISHED,2010-03-19,1,0.0,1,2007,21,11
31128,ACCIDENT,LOSS OF CONTROL IN THE AIR,CARAPICUÍBA,SP,BRAZIL,SIAV,18:50:00,YES,SERIPA-4,FINISHED,2014-01-06,1,0.0,1,2007,01,11
31129,ACCIDENT,LOSS OF CONTROL IN THE AIR,SALVADOR,BA,BRAZIL,SBSV,13:11:00,YES,SERIPA-2,FINISHED,2011-05-03,1,0.0,1,2007,22,11
31197,ACCIDENT,LOSS OF CONTROL IN THE AIR,MOGI DAS CRUZES,SP,BRAZIL,Nao informado,17:45:00,YES,SERIPA-4,FINISHED,2014-10-01,1,0.0,1,2007,01,11
31255,ACCIDENT,LOSS OF CONTROL ON THE GROUND,TERRA ROXA,PR,BRAZIL,Nao informado,14:30:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,1.0,1,2007,03,10
31275,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SCHROEDER,SC,BRAZIL,Nao informado,12:00:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2007,22,12
31276,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,JUIZ DE FORA,MG,BRAZIL,Nao informado,22:48:00,YES,SERIPA-3,FINISHED,2013-11-10,1,0.0,1,2007,15,12
31277,ACCIDENT,LOSS OF CONTROL IN THE AIR,UBERABA,MG,BRAZIL,Nao informado,13:27:00,YES,SERIPA-3,FINISHED,2012-03-22,1,0.0,1,2007,08,12
31278,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,NATAL,RN,BRAZIL,Nao informado,19:27:00,YES,CENIPA,FINISHED,2012-09-20,1,0.0,1,2007,17,12
31315,ACCIDENT,LOSS OF CONTROL IN THE AIR,UNAÍ,MG,BRAZIL,SNUN,19:00:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2007,30,12
31316,ACCIDENT,LOSS OF CONTROL IN THE AIR,GURUPI,TO,BRAZIL,SWGI,11:40:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2007,19,12
31335,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SÃO JOSÉ DOS CAMPOS,SP,BRAZIL,Nao informado,20:46:00,YES,SERIPA-4,FINISHED,2012-02-22,1,0.0,1,2007,26,11
31375,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,EXTERIOR,EX,PARAGUAY,Nao informado,00:00:00,UNKNOWN,CENIPA,DESCONHECIDO,UNKNOWN,1,0.0,1,2007,28,09
31377,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,JIJOCA DE JERICOACOARA,CE,BRAZIL,Nao informado,20:30:00,YES,SERIPA-2,FINISHED,2011-12-21,1,1.0,1,2007,20,12
31379,ACCIDENT,LOSS OF CONTROL IN THE AIR,TRÊS CORAÇÕES,MG,BRAZIL,SNVI,11:30:00,YES,SERIPA-6,FINISHED,2010-03-19,1,0.0,1,2008,11,01
31395,ACCIDENT,ANOTHER TYPES,ANGRA DOS REIS,RJ,BRAZIL,Nao informado,11:41:00,YES,SERIPA-3,REOPENED,2010-04-28,1,0.0,1,2008,15,01
31396,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ALTO TAQUARI,MT,BRAZIL,Nao informado,09:30:00,YES,SERIPA-4,FINISHED,2008-12-30,1,0.0,1,2008,05,01
31415,ACCIDENT,LOSS OF CONTROL IN THE AIR,RIBEIRÃO PRETO,SP,BRAZIL,Nao informado,13:45:00,YES,SERIPA-4,FINISHED,2012-02-22,1,0.0,1,2007,01,11
31416,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SÃO JOSÉ DO XINGU,MT,BRAZIL,Nao informado,11:00:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2007,05,11
31435,ACCIDENT,LOSS OF CONTROL IN THE AIR,RIO VERDE,GO,BRAZIL,Nao informado,20:30:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2007,29,12
31455,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,OSÓRIO,RS,BRAZIL,Nao informado,13:15:00,YES,SERIPA-5,FINISHED,2010-04-06,1,0.0,1,2008,21,01
31456,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO GRANDE,MS,BRAZIL,SBCG,22:10:00,YES,SERIPA-4,FINISHED,2010-03-19,1,1.0,1,2008,31,01
31475,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,NOVO PROGRESSO,PA,BRAZIL,SJNP,19:00:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2008,06,01
31595,ACCIDENT,LOSS OF CONTROL IN THE AIR,PORTO SEGURO,BA,BRAZIL,SNTZ,13:45:00,YES,SERIPA-2,FINISHED,2012-07-03,1,0.0,1,2008,08,01
31635,SERIOUS INCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,GUARULHOS,SP,BRAZIL,Nao informado,23:14:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2006,08,01
31675,ACCIDENT,LOSS OF CONTROL IN THE AIR,CORRENTINA,BA,BRAZIL,Nao informado,20:30:00,YES,SERIPA-2,FINISHED,2010-08-18,1,0.0,1,2008,05,02
31676,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,PARAGOMINAS,PA,BRAZIL,Nao informado,12:00:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2008,10,02
31695,SERIOUS INCIDENT,ABOUT LANDING GEAR,BRASÍLIA,DF,BRAZIL,SBBR,09:40:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2008,09,02
31715,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,SANTO ÂNGELO,RS,BRAZIL,SBNM,15:05:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2008,11,02
31855,ACCIDENT,SPATIAL UNAWARENESS,MACAÉ,RJ,BRAZIL,Nao informado,19:18:00,YES,SERIPA-3,FINISHED,2012-06-04,1,0.0,1,2008,26,02
31856,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,UBATUBA,SP,BRAZIL,Nao informado,12:30:00,YES,SERIPA-4,FINISHED,2013-12-30,1,0.0,1,2008,23,01
31857,ACCIDENT,INVOLUNTARY ENGINE CUT OFF,JUNDIAÍ,SP,BRAZIL,Nao informado,14:50:00,YES,SERIPA-4,FINISHED,2011-08-29,1,0.0,1,2008,04,01
31858,ACCIDENT,COMPONENT LOSS ON THE GROUND,PELOTAS,RS,BRAZIL,SBPK,14:15:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2008,23,02
31859,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SENA MADUREIRA,AC,BRAZIL,Nao informado,13:55:00,YES,SERIPA-7,FINISHED,2016-04-22,1,0.0,1,2008,07,03
31860,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,CHAPADÃO DO SUL,MS,BRAZIL,Nao informado,13:20:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2008,24,01
31861,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,IVINHEMA,MS,BRAZIL,Nao informado,14:00:00,YES,SERIPA-4,FINISHED,2012-06-04,1,0.0,1,2008,01,03
31863,ACCIDENT,LOW ALTITUDE MANEUVERS,SÃO SEPÉ,RS,BRAZIL,Nao informado,20:45:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2008,06,02
31864,ACCIDENT,ANOTHER TYPES,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,14:41:00,YES,SERIPA-3,FINISHED,2010-04-06,1,0.0,1,2008,02,03
31865,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,CACHOEIRA DO SUL,RS,BRAZIL,Nao informado,15:30:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2008,04,02
31866,ACCIDENT,LOSS OF CONTROL IN THE AIR,LUIZIÂNIA,SP,BRAZIL,Nao informado,13:20:00,YES,SERIPA-4,FINISHED,2012-08-07,1,0.0,1,2008,12,02
31867,ACCIDENT,LOSS OF CONTROL IN THE AIR,LAGOA DA CONFUSÃO,TO,BRAZIL,Nao informado,21:30:00,YES,SERIPA-4,FINISHED,2010-03-29,1,0.0,1,2008,11,01
31868,ACCIDENT,LOSS OF CONTROL IN THE AIR,IPEÚNA,SP,BRAZIL,SDED,12:00:00,YES,SERIPA-4,FINISHED,2012-08-29,1,0.0,1,2008,26,01
31869,ACCIDENT,HARD LANDING,CRUZEIRO DO SUL,AC,BRAZIL,SBCZ,03:15:00,YES,SERIPA-7,FINISHED,2010-06-10,1,0.0,1,2008,29,01
31871,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,BELO HORIZONTE,MG,BRAZIL,Nao informado,11:47:00,YES,SERIPA-3,FINISHED,2009-07-31,1,0.0,1,2008,23,02
31875,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CUIABÁ,MT,BRAZIL,Nao informado,13:00:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,1.0,1,2008,17,02
31975,ACCIDENT,LOSS OF CONTROL IN THE AIR,RIO DE JANEIRO,RJ,BRAZIL,SBJR,14:30:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2008,17,03
31979,SERIOUS INCIDENT,FLUID LEAKS,SANTARÉM,PA,BRAZIL,Nao informado,01:00:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,1.0,1,2008,20,03
31995,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ITIQUIRA,MT,BRAZIL,Nao informado,19:30:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2008,01,03
32018,SERIOUS INCIDENT,ANOTHER TYPES,SÃO JOSÉ DOS CAMPOS,SP,BRAZIL,SBSJ,19:50:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2008,26,03
32035,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,DIAMANTINO,MT,BRAZIL,Nao informado,10:30:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2008,30,03
32036,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PRIMAVERA DO LESTE,MT,BRAZIL,Nao informado,07:45:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2008,01,04
32055,SERIOUS INCIDENT,FUEL STARVATION,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,18:30:00,YES,SERIPA-3,FINISHED,2010-09-24,1,0.0,1,2008,03,04
32076,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,BAGÉ,RS,BRAZIL,Nao informado,18:30:00,YES,SERIPA-5,FINISHED,2010-06-10,1,0.0,1,2008,02,04
32137,SERIOUS INCIDENT,ANOTHER TYPES,REDENÇÃO,PA,BRAZIL,SNDC,16:00:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2008,03,04
32155,SERIOUS INCIDENT,FIRE DURING THE FLIGHT,CAAPIRANGA,AM,BRAZIL,Nao informado,13:35:00,YES,SERIPA-7,FINISHED,2016-06-03,1,0.0,1,2008,02,02
32156,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,FOZ DO IGUAÇU,PR,BRAZIL,SSHS,18:00:00,YES,SERIPA-5,FINISHED,2010-07-05,1,0.0,1,2008,30,01
